BSSIDLabel,RSSLabel,SSIDLabel,finLabel
6a:69:6c:05:c3:07,-82,HUST_WIRELESS,28
0e:69:6c:0b:1f:1e,-54,HUST_WIRELESS_AUTO,28
88:25:93:58:06:63,-78,TP-LINK_580663,28
b0:d5:9d:92:64:90,-87,315,28
2a:69:6c:07:9e:45,-89,HUST_WIRELESS_AUTO,28
7a:69:6c:07:96:78,-93,HUST_WIRELESS,28
ea:69:6c:07:92:4f,-87,HUST_WIRELESS,28
fa:69:6c:07:96:e2,-89,HUST_WIRELESS_AUTO,28
4a:69:6c:07:85:75,-89,HUST_WIRELESS,28
fa:69:6c:07:96:e0,-89,HUST_WIRELESS,28
60:0b:03:09:08:31,-83,HUST_WIRELESS_AUTO,28
0e:69:6c:0a:bd:1a,-85,HUST_WIRELESS_AUTO,28
60:0b:03:09:08:30,-83,HUST_WIRELESS,28
60:0b:03:0e:2b:b1,-86,HUST_WIRELESS_AUTO,28
b0:d5:9d:4f:5f:4b,-92,360免费WiFi-4B,28
d4:ee:07:09:c7:8e,-90,DLINK-ISE,28
2a:69:6c:05:c5:25,-79,HUST_WIRELESS_AUTO,28
20:dc:e6:8a:d1:a2,-88,WQ-20170217BIDU_Network,28
2a:69:6c:05:c5:23,-79,HUST_WIRELESS,28
06:69:6c:0b:1f:1e,-63,HUST_WIRELESS,29
14:75:90:a5:bd:60,-71,hustac517,29
4a:69:6c:07:a1:e7,-53,HUST_WIRELESS_AUTO,29
4c:e6:76:c9:fc:00,-76,HongboJiangOffice,29
2a:69:6c:05:c5:25,-74,HUST_WIRELESS_AUTO,29
7c:d1:c3:76:79:fa,-76,ADESKTOP-ELSA6EU,29
d8:eb:97:23:da:5b,-84,dri,29
4a:69:6c:07:a1:e5,-53,HUST_WIRELESS,29
0e:69:6c:0b:1f:1e,-63,HUST_WIRELESS_AUTO,29
06:69:6c:0a:bf:be,-61,HUST_WIRELESS,29
0e:69:6c:0a:bf:be,-61,HUST_WIRELESS_AUTO,29
60:67:20:ac:b3:51,-75,SWIFI,29
00:0f:e2:db:25:20,-76,ChinaNet,29
6a:69:6c:05:c3:09,-73,HUST_WIRELESS_AUTO,29
6a:69:6c:05:c3:07,-74,HUST_WIRELESS,29
d4:ee:07:50:f1:3c,-80,HiWiFi_50F13C,29
7a:69:6c:07:96:78,-90,HUST_WIRELESS,29
20:16:d8:c3:00:a5,-86,hzx,29
fa:69:6c:07:96:e2,-86,HUST_WIRELESS_AUTO,29
08:57:00:93:00:26,-87,liuLieBaoWiFi,29
1a:69:6c:07:90:92,-90,HUST_WIRELESS,29
0e:69:6c:0a:bd:1a,-85,HUST_WIRELESS_AUTO,29
b0:d5:9d:2f:1f:05,-90,据说明天下雨,29
2a:69:6c:05:c5:23,-74,HUST_WIRELESS,29
06:69:6c:0a:bd:1a,-85,HUST_WIRELESS,29
fa:69:6c:07:96:e0,-86,HUST_WIRELESS,29
60:0b:03:0e:29:b1,-84,HUST_WIRELESS_AUTO,29
20:dc:e6:8a:d1:a2,-86,WQ-20170217BIDU_Network,29
00:87:36:31:8a:51,-85,取个啥名字好呢,29
7a:69:6c:07:96:7a,-88,HUST_WIRELESS_AUTO,29
5a:69:6c:07:87:e8,-89,HUST_WIRELESS_AUTO,29
60:0b:03:0e:29:b0,-84,HUST_WIRELESS,29
5a:69:6c:07:87:e6,-89,HUST_WIRELESS,29
e8:4e:06:2d:cc:54,-80,长按电源键即可连入,29
b0:d5:9d:95:91:2b,-86,360WiFi-WJ,29
2a:69:6c:07:9e:45,-87,HUST_WIRELESS_AUTO,29
06:69:6c:0b:1f:1e,-66,HUST_WIRELESS,30
14:75:90:a5:bd:60,-74,hustac517,30
4a:69:6c:07:a1:e7,-57,HUST_WIRELESS_AUTO,30
4c:e6:76:c9:fc:00,-68,HongboJiangOffice,30
7c:d1:c3:76:79:fa,-87,ADESKTOP-ELSA6EU,30
d8:eb:97:23:da:5b,-78,dri,30
4a:69:6c:07:a1:e5,-58,HUST_WIRELESS,30
60:67:20:ac:b3:51,-71,SWIFI,30
64:d9:54:66:c5:65,-74,Baidu7107,30
0e:69:6c:0a:bf:be,-71,HUST_WIRELESS_AUTO,30
06:69:6c:0a:bf:be,-70,HUST_WIRELESS,30
00:0f:e2:db:25:20,-79,ChinaNet,30
6a:69:6c:05:c3:09,-85,HUST_WIRELESS_AUTO,30
6a:69:6c:05:c3:07,-84,HUST_WIRELESS,30
d4:ee:07:50:f1:3c,-77,HiWiFi_50F13C,30
20:16:d8:c3:00:a5,-90,hzx,30
0e:69:6c:0b:1f:1e,-66,HUST_WIRELESS_AUTO,30
70:77:81:86:b3:d6,-86,HP-Print-d6-LaserJet Pro M202dw,30
88:25:93:58:06:63,-82,TP-LINK_580663,30
5a:69:6c:07:87:e8,-92,HUST_WIRELESS_AUTO,30
00:0f:e2:a1:97:c0,-83,ChinaNet,30
e8:4e:06:2d:cc:54,-74,长按电源键即可连入,30
aa:69:6c:07:90:fd,-92,HUST_WIRELESS_AUTO,30
2a:69:6c:05:c5:23,-85,HUST_WIRELESS,30
ba:69:6c:07:a0:de,-89,HUST_WIRELESS_AUTO,30
3a:69:6c:07:83:f4,-91,HUST_WIRELESS,30
aa:69:6c:07:90:fb,-93,HUST_WIRELESS,30
7a:69:6c:07:a0:78,-93,HUST_WIRELESS,30
44:33:4c:20:96:d6,-90,DX-DVR96d6,30
ea:69:6c:07:92:41,-89,HUST_WIRELESS_AUTO,30
3a:69:6c:07:83:f6,-91,HUST_WIRELESS_AUTO,30
b0:d5:9d:92:64:90,-93,315,30
4a:69:6c:07:85:77,-93,HUST_WIRELESS_AUTO,30
00:87:36:31:8a:51,-87,取个啥名字好呢,30
5a:69:6c:07:87:e6,-91,HUST_WIRELESS,30
06:69:6c:0b:1f:1e,-60,HUST_WIRELESS,31
14:75:90:a5:bd:60,-77,hustac517,31
4a:69:6c:07:a1:e7,-51,HUST_WIRELESS_AUTO,31
4c:e6:76:c9:fc:00,-73,HongboJiangOffice,31
7c:d1:c3:76:79:fa,-81,ADESKTOP-ELSA6EU,31
d8:eb:97:23:da:5b,-90,dri,31
4a:69:6c:07:a1:e5,-51,HUST_WIRELESS,31
d4:ee:07:50:f1:3c,-78,HiWiFi_50F13C,31
0e:69:6c:0b:1f:1e,-60,HUST_WIRELESS_AUTO,31
70:77:81:86:b3:d6,-79,HP-Print-d6-LaserJet Pro M202dw,31
20:16:d8:c3:00:a5,-91,hzx,31
06:69:6c:0a:bf:be,-69,HUST_WIRELESS,31
60:0b:03:09:08:31,-81,HUST_WIRELESS_AUTO,31
2a:69:6c:05:c5:25,-74,HUST_WIRELESS_AUTO,31
00:87:36:31:8a:51,-87,取个啥名字好呢,31
2a:69:6c:05:c5:23,-74,HUST_WIRELESS,31
60:67:20:ac:b3:51,-70,SWIFI,31
e8:4e:06:2d:cc:54,-79,长按电源键即可连入,31
64:d9:54:66:c5:65,-73,Baidu7107,31
6a:69:6c:05:c3:09,-80,HUST_WIRELESS_AUTO,31
60:0b:03:09:08:30,-81,HUST_WIRELESS,31
7a:69:6c:07:96:7a,-89,HUST_WIRELESS_AUTO,31
b0:d5:9d:4f:5f:4b,-91,360免费WiFi-4B,31
02:87:33:09:3d:2c,-85,Breeze,31
74:25:8a:44:f1:f1,-89,HUST_WIRELESS_AUTO,31
28:6c:07:c3:b0:c7,-91,xiao,31
00:0f:e2:db:25:20,-77,ChinaNet,31
00:0f:e2:a1:97:c0,-85,ChinaNet,31
aa:69:6c:07:90:fb,-89,HUST_WIRELESS,31
2a:69:6c:07:9e:43,-90,HUST_WIRELESS,31
3a:69:6c:07:83:f4,-91,HUST_WIRELESS,31
88:25:93:58:06:63,-79,TP-LINK_580663,31
20:dc:e6:8a:d1:a2,-85,WQ-20170217BIDU_Network,31
d4:ee:07:09:c7:8e,-90,DLINK-ISE,31
74:25:8a:44:f1:f0,-86,HUST_WIRELESS,31
06:69:6c:0b:1f:1e,-61,HUST_WIRELESS,32
14:75:90:a5:bd:60,-70,hustac517,32
4a:69:6c:07:a1:e7,-47,HUST_WIRELESS_AUTO,32
4c:e6:76:c9:fc:00,-71,HongboJiangOffice,32
7c:d1:c3:76:79:fa,-77,ADESKTOP-ELSA6EU,32
d8:eb:97:23:da:5b,-78,dri,32
4a:69:6c:07:a1:e5,-48,HUST_WIRELESS,32
70:77:81:86:b3:d6,-83,HP-Print-d6-LaserJet Pro M202dw,32
20:16:d8:c3:00:a5,-86,hzx,32
06:69:6c:0a:bf:be,-68,HUST_WIRELESS,32
0e:69:6c:0a:bf:be,-64,HUST_WIRELESS_AUTO,32
2a:69:6c:05:c5:23,-76,HUST_WIRELESS,32
5a:69:6c:07:87:e8,-89,HUST_WIRELESS_AUTO,32
2a:69:6c:05:c5:25,-74,HUST_WIRELESS_AUTO,32
64:d9:54:66:c5:65,-79,Baidu7107,32
4a:69:6c:07:85:77,-80,HUST_WIRELESS_AUTO,32
60:0b:03:09:08:31,-77,HUST_WIRELESS_AUTO,32
d4:ee:07:50:f1:3c,-72,HiWiFi_50F13C,32
e8:4e:06:2d:cc:54,-73,长按电源键即可连入,32
60:0b:03:0e:29:b1,-83,HUST_WIRELESS_AUTO,32
fa:69:6c:07:93:22,-91,HUST_WIRELESS_AUTO,32
60:0b:03:0e:29:b0,-83,HUST_WIRELESS,32
fa:69:6c:07:93:20,-91,HUST_WIRELESS,32
20:76:93:3a:ae:78,-90,HC5761,32
d4:ee:07:45:03:10,-91,HIWIFI-ISE,32
b0:d5:9d:92:64:90,-89,315,32
4a:69:6c:07:85:75,-76,HUST_WIRELESS,32
5a:69:6c:07:87:e6,-91,HUST_WIRELESS,32
06:69:6c:0b:1b:be,-87,HUST_WIRELESS,32
20:dc:e6:8a:d1:a2,-85,WQ-20170217BIDU_Network,32
48:8a:d2:30:9f:20,-89,LieBaoWiFi357,32
10:6f:3f:38:9b:89,-89,dd-wrt,32
3a:69:6c:07:83:f4,-93,HUST_WIRELESS,32
60:67:20:ac:b3:51,-75,SWIFI,32
0e:69:6c:0a:bf:02,-86,HUST_WIRELESS_AUTO,32
02:87:33:09:3d:2c,-85,Breeze,32
06:69:6c:0b:1f:1e,-56,HUST_WIRELESS,33
14:75:90:a5:bd:60,-65,hustac517,33
4a:69:6c:07:a1:e7,-61,HUST_WIRELESS_AUTO,33
4c:e6:76:c9:fc:00,-67,HongboJiangOffice,33
7c:d1:c3:76:79:fa,-79,ADESKTOP-ELSA6EU,33
d8:eb:97:23:da:5b,-84,dri,33
4a:69:6c:07:a1:e5,-61,HUST_WIRELESS,33
20:16:d8:c3:00:a5,-85,hzx,33
0e:69:6c:0b:1f:1e,-55,HUST_WIRELESS_AUTO,33
0e:69:6c:0a:bf:be,-71,HUST_WIRELESS_AUTO,33
2a:69:6c:05:c5:23,-77,HUST_WIRELESS,33
70:77:81:86:b3:d6,-81,HP-Print-d6-LaserJet Pro M202dw,33
d4:ee:07:50:f1:3c,-76,HiWiFi_50F13C,33
00:0f:e2:db:25:20,-81,ChinaNet,33
60:0b:03:09:08:31,-82,HUST_WIRELESS_AUTO,33
64:d9:54:66:c5:65,-77,Baidu7107,33
00:0f:e2:a1:97:c0,-89,ChinaNet,33
60:0b:03:09:08:30,-83,HUST_WIRELESS,33
20:dc:e6:8a:d1:a2,-87,WQ-20170217BIDU_Network,33
06:69:6c:0a:bf:be,-71,HUST_WIRELESS,33
e8:4e:06:2d:cc:54,-77,长按电源键即可连入,33
88:25:93:58:06:63,-75,TP-LINK_580663,33
80:81:00:94:58:88,-91,wwws-office-2.4G,33
2a:69:6c:05:c5:25,-74,HUST_WIRELESS_AUTO,33
6a:69:6c:05:c3:09,-81,HUST_WIRELESS_AUTO,33
60:0b:03:0e:2b:b0,-80,HUST_WIRELESS,33
2a:69:6c:07:9e:43,-89,HUST_WIRELESS,33
2a:69:6c:07:9e:45,-79,HUST_WIRELESS_AUTO,33
ea:69:6c:07:92:41,-86,HUST_WIRELESS_AUTO,33
4a:69:6c:07:85:75,-86,HUST_WIRELESS,33
60:0b:03:0e:2b:b1,-80,HUST_WIRELESS_AUTO,33
60:67:20:ac:b3:51,-74,SWIFI,33
60:0b:03:0e:29:b1,-80,HUST_WIRELESS_AUTO,33
00:87:36:31:8a:51,-83,取个啥名字好呢,33
d0:fa:1d:c0:93:5a,-85,360行车记录仪-935A,33
06:69:6c:0b:1f:1e,-58,HUST_WIRELESS,34
14:75:90:a5:bd:60,-79,hustac517,34
4a:69:6c:07:a1:e7,-53,HUST_WIRELESS_AUTO,34
4c:e6:76:c9:fc:00,-70,HongboJiangOffice,34
7c:d1:c3:76:79:fa,-78,ADESKTOP-ELSA6EU,34
d8:eb:97:23:da:5b,-80,dri,34
4a:69:6c:07:a1:e5,-53,HUST_WIRELESS,34
06:69:6c:0a:bf:be,-69,HUST_WIRELESS,34
e8:4e:06:2d:cc:54,-71,长按电源键即可连入,34
20:dc:e6:8a:d1:a2,-84,WQ-20170217BIDU_Network,34
20:16:d8:c3:00:a5,-85,hzx,34
60:67:20:ac:b3:51,-74,SWIFI,34
00:0f:e2:db:25:20,-71,ChinaNet,34
88:25:93:58:06:63,-85,TP-LINK_580663,34
0e:69:6c:0b:1f:1e,-58,HUST_WIRELESS_AUTO,34
0e:69:6c:0a:bf:be,-68,HUST_WIRELESS_AUTO,34
00:0f:e2:a1:97:c0,-82,ChinaNet,34
5a:69:6c:07:87:e6,-91,HUST_WIRELESS,34
d4:ee:07:50:f1:3c,-72,HiWiFi_50F13C,34
08:57:00:93:00:26,-90,liuLieBaoWiFi,34
60:0b:03:09:08:30,-84,HUST_WIRELESS,34
74:25:8a:44:f1:f0,-87,HUST_WIRELESS,34
38:22:d6:8c:77:31,-85,HUST_WIRELESS_AUTO,34
d4:ee:07:09:c7:8e,-91,DLINK-ISE,34
fa:69:6c:07:96:e2,-89,HUST_WIRELESS_AUTO,34
6a:69:6c:05:c3:07,-79,HUST_WIRELESS,34
4a:69:6c:07:85:75,-83,HUST_WIRELESS,34
6a:69:6c:05:c3:09,-78,HUST_WIRELESS_AUTO,34
0e:69:6c:0a:bf:7a,-88,HUST_WIRELESS_AUTO,34
74:25:8a:44:f1:f1,-89,HUST_WIRELESS_AUTO,34
00:0f:e2:db:26:20,-79,ChinaNet,34
2a:69:6c:05:c5:25,-77,HUST_WIRELESS_AUTO,34
00:87:36:31:8a:51,-85,取个啥名字好呢,34
38:22:d6:8c:77:32,-86,HUST_TEST,34
48:3c:0c:eb:e4:6c,-89,lion,34
2a:69:6c:05:c5:23,-76,HUST_WIRELESS,34
06:69:6c:0b:1f:1e,-64,HUST_WIRELESS,35
14:75:90:a5:bd:60,-71,hustac517,35
4a:69:6c:07:a1:e7,-67,HUST_WIRELESS_AUTO,35
4c:e6:76:c9:fc:00,-67,HongboJiangOffice,35
d8:eb:97:23:da:5b,-87,dri,35
4a:69:6c:07:a1:e5,-65,HUST_WIRELESS,35
20:16:d8:c3:00:a5,-83,hzx,35
0e:69:6c:0b:1f:1e,-64,HUST_WIRELESS_AUTO,35
2a:69:6c:05:c5:23,-86,HUST_WIRELESS,35
d4:ee:07:50:f1:3c,-70,HiWiFi_50F13C,35
60:67:20:ac:b3:51,-75,SWIFI,35
e8:4e:06:2d:cc:54,-73,长按电源键即可连入,35
6a:69:6c:05:c3:09,-85,HUST_WIRELESS_AUTO,35
88:25:93:58:06:63,-88,TP-LINK_580663,35
7c:d1:c3:76:79:fa,-83,ADESKTOP-ELSA6EU,35
06:69:6c:0a:bf:be,-77,HUST_WIRELESS,35
70:77:81:86:b3:d6,-77,HP-Print-d6-LaserJet Pro M202dw,35
6a:69:6c:05:c3:07,-85,HUST_WIRELESS,35
60:0b:03:0e:2b:b1,-85,HUST_WIRELESS_AUTO,35
60:0b:03:09:08:31,-86,HUST_WIRELESS_AUTO,35
60:0b:03:09:08:30,-86,HUST_WIRELESS,35
64:d9:54:66:c5:65,-77,Baidu7107,35
ea:69:6c:07:92:41,-87,HUST_WIRELESS_AUTO,35
0e:69:6c:0a:bf:be,-76,HUST_WIRELESS_AUTO,35
74:25:8a:44:f1:f1,-89,HUST_WIRELESS_AUTO,35
02:87:33:09:3d:2c,-90,Breeze,35
ba:69:6c:07:a0:de,-90,HUST_WIRELESS_AUTO,35
fa:69:6c:07:96:e2,-93,HUST_WIRELESS_AUTO,35
00:0f:e2:a1:97:c0,-80,ChinaNet,35
2a:69:6c:07:9e:43,-85,HUST_WIRELESS,35
fa:69:6c:07:96:e0,-91,HUST_WIRELESS,35
ba:69:6c:07:a0:dc,-91,HUST_WIRELESS,35
12:08:b1:d4:37:6d,-84,Taylor Hye,35
1a:69:6c:07:90:94,-92,HUST_WIRELESS_AUTO,35
08:57:00:93:00:26,-93,liuLieBaoWiFi,35
b0:d5:9d:95:91:2b,-93,360WiFi-WJ,35
06:69:6c:0b:1f:1e,-62,HUST_WIRELESS,36
14:75:90:a5:bd:60,-66,hustac517,36
4a:69:6c:07:a1:e7,-62,HUST_WIRELESS_AUTO,36
4c:e6:76:c9:fc:00,-70,HongboJiangOffice,36
d8:eb:97:23:da:5b,-84,dri,36
4a:69:6c:07:a1:e5,-62,HUST_WIRELESS,36
20:16:d8:c3:00:a5,-91,hzx,36
2a:69:6c:05:c5:23,-83,HUST_WIRELESS,36
d4:ee:07:50:f1:3c,-74,HiWiFi_50F13C,36
60:67:20:ac:b3:51,-63,SWIFI,36
70:77:81:86:b3:d6,-77,HP-Print-d6-LaserJet Pro M202dw,36
00:87:36:31:8a:51,-82,取个啥名字好呢,36
6a:69:6c:05:c3:09,-82,HUST_WIRELESS_AUTO,36
ba:69:6c:07:a0:dc,-91,HUST_WIRELESS,36
20:dc:e6:8a:d1:a2,-88,WQ-20170217BIDU_Network,36
0e:69:6c:0a:bf:be,-70,HUST_WIRELESS_AUTO,36
06:69:6c:0a:bf:be,-71,HUST_WIRELESS,36
e8:4e:06:2d:cc:54,-72,长按电源键即可连入,36
60:0b:03:09:08:31,-85,HUST_WIRELESS_AUTO,36
60:0b:03:0e:29:b1,-81,HUST_WIRELESS_AUTO,36
5a:69:6c:07:87:e8,-91,HUST_WIRELESS_AUTO,36
1a:69:6c:07:90:94,-93,HUST_WIRELESS_AUTO,36
5a:69:6c:07:87:e6,-93,HUST_WIRELESS,36
7c:d1:c3:76:79:fa,-89,ADESKTOP-ELSA6EU,36
74:25:8a:44:f1:f1,-90,HUST_WIRELESS_AUTO,36
00:0f:e2:db:25:20,-84,ChinaNet,36
74:25:8a:44:f1:f0,-89,HUST_WIRELESS,36
02:87:33:09:3d:2c,-85,Breeze,36
48:3c:0c:eb:e4:6c,-89,lion,36
ea:69:6c:07:92:41,-89,HUST_WIRELESS_AUTO,36
fa:69:6c:07:96:e2,-90,HUST_WIRELESS_AUTO,36
b0:d5:9d:92:64:90,-95,315,36
00:0f:e2:a1:97:c0,-79,ChinaNet,36
60:0b:03:09:08:30,-84,HUST_WIRELESS,36
fa:69:6c:07:96:e0,-91,HUST_WIRELESS,36
0e:69:6c:0b:1f:1e,-62,HUST_WIRELESS_AUTO,36
06:69:6c:0b:1f:1e,-56,HUST_WIRELESS,37
14:75:90:a5:bd:60,-66,hustac517,37
4a:69:6c:07:a1:e7,-53,HUST_WIRELESS_AUTO,37
4c:e6:76:c9:fc:00,-70,HongboJiangOffice,37
d8:eb:97:23:da:5b,-80,dri,37
4a:69:6c:07:a1:e5,-53,HUST_WIRELESS,37
20:16:d8:c3:00:a5,-80,hzx,37
d4:ee:07:50:f1:3c,-72,HiWiFi_50F13C,37
60:67:20:ac:b3:51,-77,SWIFI,37
70:77:81:86:b3:d6,-78,HP-Print-d6-LaserJet Pro M202dw,37
00:87:36:31:8a:51,-84,取个啥名字好呢,37
0e:69:6c:0a:bf:be,-68,HUST_WIRELESS_AUTO,37
e8:4e:06:2d:cc:54,-80,长按电源键即可连入,37
00:0f:e2:db:25:20,-80,ChinaNet,37
7c:d1:c3:76:79:fa,-81,ADESKTOP-ELSA6EU,37
60:0b:03:09:08:31,-80,HUST_WIRELESS_AUTO,37
60:0b:03:09:08:30,-80,HUST_WIRELESS,37
5a:69:6c:07:87:e6,-91,HUST_WIRELESS,37
64:d9:54:66:c5:65,-82,Baidu7107,37
06:69:6c:0a:bf:be,-69,HUST_WIRELESS,37
aa:69:6c:07:90:fb,-91,HUST_WIRELESS,37
00:0f:e2:a1:97:c0,-78,ChinaNet,37
6a:69:6c:05:c3:09,-85,HUST_WIRELESS_AUTO,37
02:87:33:09:3d:2c,-87,Breeze,37
88:25:93:58:06:63,-87,TP-LINK_580663,37
6a:69:6c:05:c3:07,-85,HUST_WIRELESS,37
b0:d5:9d:95:91:2b,-87,360WiFi-WJ,37
2a:69:6c:05:c5:25,-82,HUST_WIRELESS_AUTO,37
60:0b:03:0e:2b:b1,-84,HUST_WIRELESS_AUTO,37
60:0b:03:0e:2b:b0,-84,HUST_WIRELESS,37
fa:69:6c:07:96:e0,-91,HUST_WIRELESS,37
10:6f:3f:38:9b:89,-91,dd-wrt,37
4a:69:6c:07:85:75,-82,HUST_WIRELESS,37
00:0f:e2:db:26:20,-90,ChinaNet,37
0e:69:6c:0b:1f:1e,-56,HUST_WIRELESS_AUTO,37
12:08:b1:d4:37:6d,-83,Taylor Hye,37
06:69:6c:0b:1f:1e,-57,HUST_WIRELESS,38
0e:69:6c:0b:1f:1e,-57,HUST_WIRELESS_AUTO,38
14:75:90:a5:bd:60,-73,hustac517,38
4a:69:6c:07:a1:e7,-51,HUST_WIRELESS_AUTO,38
4c:e6:76:c9:fc:00,-55,HongboJiangOffice,38
0e:69:6c:0a:bf:be,-64,HUST_WIRELESS_AUTO,38
60:67:20:ac:b3:51,-72,SWIFI,38
e8:4e:06:2d:cc:54,-79,长按电源键即可连入,38
20:dc:e6:8a:d1:a2,-84,WQ-20170217BIDU_Network,38
2a:69:6c:05:c5:25,-83,HUST_WIRELESS_AUTO,38
7a:69:6c:07:96:7a,-89,HUST_WIRELESS_AUTO,38
b0:d5:9d:4f:5f:4b,-93,360免费WiFi-4B,38
7c:d1:c3:76:79:fa,-83,ADESKTOP-ELSA6EU,38
d8:eb:97:23:da:5b,-83,dri,38
4a:69:6c:07:a1:e5,-51,HUST_WIRELESS,38
06:69:6c:0a:bf:be,-64,HUST_WIRELESS,38
6a:69:6c:05:c3:07,-76,HUST_WIRELESS,38
70:77:81:86:b3:d6,-86,HP-Print-d6-LaserJet Pro M202dw,38
d4:ee:07:50:f1:3c,-81,HiWiFi_50F13C,38
7a:69:6c:07:96:78,-89,HUST_WIRELESS,38
88:25:93:58:06:63,-88,TP-LINK_580663,38
6a:69:6c:05:c3:09,-76,HUST_WIRELESS_AUTO,38
4a:69:6c:07:85:77,-84,HUST_WIRELESS_AUTO,38
60:0b:03:09:08:31,-86,HUST_WIRELESS_AUTO,38
12:08:b1:d4:37:6d,-84,Taylor Hye,38
fa:69:6c:07:96:e2,-88,HUST_WIRELESS_AUTO,38
48:8a:d2:30:9f:20,-91,LieBaoWiFi357,38
20:16:d8:c3:00:a5,-84,hzx,38
08:57:00:93:00:26,-92,liuLieBaoWiFi,38
00:0f:e2:db:25:20,-75,ChinaNet,38
2a:69:6c:05:c5:23,-84,HUST_WIRELESS,38
60:0b:03:09:08:30,-85,HUST_WIRELESS,38
00:87:36:31:8a:51,-82,取个啥名字好呢,38
06:69:6c:0a:bd:1a,-87,HUST_WIRELESS,38
fa:69:6c:07:96:e0,-88,HUST_WIRELESS,38
06:69:6c:0b:1f:1e,-53,HUST_WIRELESS,39
0e:69:6c:0b:1f:1e,-53,HUST_WIRELESS_AUTO,39
14:75:90:a5:bd:60,-72,hustac517,39
4a:69:6c:07:a1:e7,-57,HUST_WIRELESS_AUTO,39
4c:e6:76:c9:fc:00,-70,HongboJiangOffice,39
0e:69:6c:0a:bf:be,-69,HUST_WIRELESS_AUTO,39
2a:69:6c:05:c5:25,-72,HUST_WIRELESS_AUTO,39
7c:d1:c3:76:79:fa,-80,ADESKTOP-ELSA6EU,39
d8:eb:97:23:da:5b,-91,dri,39
4a:69:6c:07:a1:e5,-55,HUST_WIRELESS,39
06:69:6c:0a:bf:be,-69,HUST_WIRELESS,39
70:77:81:86:b3:d6,-80,HP-Print-d6-LaserJet Pro M202dw,39
20:16:d8:c3:00:a5,-84,hzx,39
d4:ee:07:50:f1:3c,-73,HiWiFi_50F13C,39
42:49:0f:06:46:77,-81,DIRECT-77-HP M427 LaserJet,39
00:0f:e2:db:25:20,-83,ChinaNet,39
00:0f:e2:a1:97:c0,-84,ChinaNet,39
00:0f:e2:db:26:20,-83,ChinaNet,39
74:25:8a:44:f1:f0,-89,HUST_WIRELESS,39
2a:69:6c:07:9e:43,-89,HUST_WIRELESS,39
64:d9:54:66:c5:65,-73,Baidu7107,39
b0:d5:9d:95:91:2b,-93,360WiFi-WJ,39
60:0b:03:09:08:31,-85,HUST_WIRELESS_AUTO,39
00:87:36:31:8a:51,-85,取个啥名字好呢,39
74:25:8a:44:f1:f1,-86,HUST_WIRELESS_AUTO,39
60:0b:03:0e:29:b0,-84,HUST_WIRELESS,39
60:0b:03:0e:29:b1,-82,HUST_WIRELESS_AUTO,39
38:22:d6:8c:77:32,-84,HUST_TEST,39
60:0b:03:0e:2b:b1,-86,HUST_WIRELESS_AUTO,39
5a:69:6c:07:87:e8,-91,HUST_WIRELESS_AUTO,39
08:57:00:93:00:26,-93,liuLieBaoWiFi,39
5a:69:6c:07:87:e6,-93,HUST_WIRELESS,39
0e:69:6c:0a:bf:02,-86,HUST_WIRELESS_AUTO,39
38:22:d6:8c:77:30,-82,HUST_WIRELESS,39
06:69:6c:0a:bf:02,-86,HUST_WIRELESS,39
2a:69:6c:05:c5:23,-73,HUST_WIRELESS,39
06:69:6c:0b:1f:1e,-70,HUST_WIRELESS,40
14:75:90:a5:bd:60,-71,hustac517,40
4a:69:6c:07:a1:e7,-54,HUST_WIRELESS_AUTO,40
4c:e6:76:c9:fc:00,-74,HongboJiangOffice,40
2a:69:6c:05:c5:25,-83,HUST_WIRELESS_AUTO,40
7c:d1:c3:76:79:fa,-74,ADESKTOP-ELSA6EU,40
d8:eb:97:23:da:5b,-83,dri,40
4a:69:6c:07:a1:e5,-55,HUST_WIRELESS,40
70:77:81:86:b3:d6,-91,HP-Print-d6-LaserJet Pro M202dw,40
64:d9:54:66:c5:65,-73,Baidu7107,40
20:16:d8:c3:00:a5,-93,hzx,40
6a:69:6c:05:c3:07,-83,HUST_WIRELESS,40
0e:69:6c:0b:1f:1e,-70,HUST_WIRELESS_AUTO,40
00:0f:e2:db:26:20,-87,ChinaNet,40
60:0b:03:09:08:31,-82,HUST_WIRELESS_AUTO,40
00:0f:e2:a1:97:c0,-86,ChinaNet,40
e8:4e:06:2d:cc:54,-73,长按电源键即可连入,40
12:08:b1:d4:37:6d,-85,Taylor Hye,40
4a:69:6c:07:85:75,-88,HUST_WIRELESS,40
6a:69:6c:05:c3:09,-82,HUST_WIRELESS_AUTO,40
02:87:33:09:3d:2c,-91,Breeze,40
b0:d5:9d:95:91:2b,-93,360WiFi-WJ,40
2a:69:6c:07:9e:45,-95,HUST_WIRELESS_AUTO,40
aa:69:6c:07:90:fb,-89,HUST_WIRELESS,40
60:0b:03:0e:29:b1,-84,HUST_WIRELESS_AUTO,40
aa:69:6c:07:90:fd,-89,HUST_WIRELESS_AUTO,40
0e:69:6c:0a:bf:02,-89,HUST_WIRELESS_AUTO,40
06:69:6c:0a:bf:be,-66,HUST_WIRELESS,40
60:0b:03:09:08:30,-85,HUST_WIRELESS,40
88:25:93:58:06:63,-90,TP-LINK_580663,40
00:87:36:31:8a:51,-90,取个啥名字好呢,40
d4:ee:07:50:f1:3c,-75,HiWiFi_50F13C,40
